pathway,source_name,dest_name,distance_m,resource,demand,climate,feasibility,infrastructure,score,src_lon,src_lat,dst_lon,dst_lat
waste,"Waste site at 13.1224, 80.2381","Park at 13.1099, 80.2599",2738.1,0.7,0.5,0.8,0.726,1.0,0.7039,80.2381000001439,13.1223999998158,80.259928,13.109942
waste,"Waste site at 13.0904, 80.1942","Park at 13.0697, 80.1803",2738.7,0.7,0.5,0.8,0.726,1.0,0.7039,80.1941799995546,13.090359999828898,80.180254,13.0697
waste,"Waste site at 13.0774, 80.2513","Park at 13.1148, 80.2727",4742.3,0.8,0.5,0.8,0.526,1.0,0.7039,80.251269000459,13.077440000268599,80.272739,13.114799999999999
waste,"Waste site at 13.0989, 80.2577","Park at 13.0560, 80.2579",4742.8,0.8,0.5,0.8,0.526,1.0,0.7039,80.257680000109,13.098900000218,80.257882,13.056016
waste,"Waste site at 13.0927, 80.2404","Park at 13.0642, 80.2078",4742.0,0.8,0.5,0.8,0.526,1.0,0.7039,80.2403900003902,13.092720000051399,80.207764,13.064163
waste,"Waste site at 13.1781, 80.2530","Park at 13.1537, 80.2486",2736.8,0.7,0.5,0.8,0.726,1.0,0.7039,80.2529500001412,13.178113329727102,80.248573,13.153741999999998
waste,"Waste site at 13.1113, 80.1872","Park at 13.1166, 80.2118",2736.8,0.7,0.5,0.8,0.726,1.0,0.7039,80.1871599999231,13.1113399998117,80.211833,13.116585
waste,"Waste site at 13.0989, 80.2577","Park at 13.1223, 80.2210",4741.3,0.8,0.5,0.8,0.526,1.0,0.7039,80.257680000109,13.098900000218,80.221036,13.122305999999998
waste,"Waste site at 13.1264, 80.2619","Park at 13.1223, 80.2868",2738.5,0.7,0.5,0.8,0.726,1.0,0.7039,80.2619400000163,13.1264000003824,80.286847,13.122253999999996
waste,"Waste site at 13.0725, 80.2650","Park at 13.0874, 80.2448",2737.2,0.7,0.5,0.8,0.726,1.0,0.7039,80.2649999996883,13.0724999999669,80.244838,13.087396999999998
waste,"Waste site at 13.1113, 80.1872","Park at 13.1343, 80.2380",6072.8,0.7,0.7,0.8,0.393,1.0,0.7039,80.1871599999231,13.1113399998117,80.238039,13.134323999999998
waste,"Waste site at 13.1172, 80.2559","Park at 13.0906, 80.2638",3070.4,0.55,0.7,0.8,0.693,1.0,0.7039,80.255850000392,13.1171900000293,80.26382300000002,13.09055
waste,"Waste site at 13.0907, 80.2514","Park at 13.1284, 80.2921",6071.2,0.7,0.7,0.8,0.393,1.0,0.7039,80.2514000002387,13.09069999963,80.292082,13.128428999999995
waste,"Waste site at 13.0638, 80.2244","Park at 13.0558, 80.2515",3073.7,0.55,0.7,0.8,0.693,1.0,0.7039,80.2243800002809,13.0637699999784,80.251525,13.055756999999998
waste,"Waste site at 13.1092, 80.2432","Park at 13.0974, 80.2689",3075.2,0.55,0.7,0.8,0.692,1.0,0.7039,80.2431799999987,13.109189999664602,80.268857,13.09737
waste,"Waste site at 13.1264, 80.2619","Park at 13.1209, 80.2373",2739.3,0.7,0.5,0.8,0.726,1.0,0.7039,80.2619400000163,13.1264000003824,80.2373,13.1209
waste,"Waste site at 13.1507, 80.2610","Park at 13.1343, 80.2380",3073.6,0.55,0.7,0.8,0.693,1.0,0.7039,80.2609799997244,13.150660000020702,80.238039,13.134323999999998
waste,"Waste site at 13.0927, 80.2404","Park at 13.0649, 80.2072",4738.4,0.8,0.5,0.8,0.526,1.0,0.7039,80.2403900003902,13.092720000051399,80.207164,13.064885999999998
waste,"Waste site at 13.1560, 80.3020","Park at 13.1355, 80.2877",2741.4,0.7,0.5,0.8,0.726,1.0,0.7039,80.302000000312,13.155960000335702,80.28773700000002,13.135488999999998
waste,"Waste site at 13.0709, 80.2205","Park at 13.0996, 80.1881",4737.5,0.8,0.5,0.8,0.526,1.0,0.7039,80.2205200001278,13.070920000246002,80.18808900000002,13.099629999999998
waste,"Waste site at 13.1559, 80.3021","Park at 13.1355, 80.2877",2742.1,0.7,0.5,0.8,0.726,1.0,0.7039,80.3020999998227,13.155899999870798,80.28773700000002,13.135488999999998
waste,"Waste site at 13.0721, 80.2709","Park at 13.0869, 80.2505",2745.3,0.7,0.5,0.8,0.725,1.0,0.7038,80.270900000058,13.0721000002722,80.25054,13.086858999999999
waste,"Waste site at 13.0953, 80.2219","Park at 13.0834, 80.2441",2746.4,0.7,0.5,0.8,0.725,1.0,0.7038,80.2218999997152,13.095340000191799,80.244108,13.083392
waste,"Waste site at 13.0252, 80.2201","Park at 13.0665, 80.2084",4745.4,0.8,0.5,0.8,0.525,1.0,0.7038,80.2200999996032,13.0252000001373,80.208392,13.066543000000001
waste,"Waste site at 13.0900, 80.2516","Park at 13.0488, 80.2057",6744.6,0.9,0.5,0.8,0.326,1.0,0.7038,80.2516000002505,13.089999999879,80.205748,13.048786
waste,"Waste site at 13.1264, 80.2640","Park at 13.1224, 80.2390",2747.1,0.7,0.5,0.8,0.725,1.0,0.7038,80.2640000000831,13.126399999893001,80.23898,13.122443999999998
waste,"Waste site at 13.1377, 80.2458","Park at 13.1008, 80.2042",6080.4,0.7,0.7,0.8,0.392,1.0,0.7038,80.2457999999777,13.1376999998867,80.204197,13.100822999999998
waste,"Waste site at 13.0239, 80.2586","Park at 13.0521, 80.2255",4749.2,0.8,0.5,0.8,0.525,1.0,0.7038,80.2585879999664,13.023909000246201,80.225542,13.052090999999999
waste,"Waste site at 13.0351, 80.2499","Park at 13.0752, 80.2654",4744.4,0.8,0.5,0.8,0.526,1.0,0.7038,80.24990999981311,13.035109999862298,80.265394,13.075232999999999
waste,"Waste site at 13.1210, 80.2546","Park at 13.1204, 80.2109",4744.7,0.8,0.5,0.8,0.526,1.0,0.7038,80.2546299999844,13.120979999606899,80.210863,13.120412
waste,"Waste site at 13.0792, 80.2095","Park at 13.1221, 80.2084",4747.1,0.8,0.5,0.8,0.525,1.0,0.7038,80.2095200000924,13.079179999765,80.20843,13.122088999999999
waste,"Waste site at 13.1086, 80.2282","Park at 13.0725, 80.2518",4744.3,0.8,0.5,0.8,0.526,1.0,0.7038,80.2281699999092,13.1086199998297,80.251798,13.072513
waste,"Waste site at 13.0523, 80.1966","Park at 13.0788, 80.1622",4745.4,0.8,0.5,0.8,0.525,1.0,0.7038,80.1965899997028,13.052259999853598,80.1622,13.0788
waste,"Waste site at 13.1138, 80.2289","Park at 13.1148, 80.2727",4749.0,0.8,0.5,0.8,0.525,1.0,0.7038,80.2289399995989,13.113830000368802,80.272739,13.114799999999999
waste,"Waste site at 13.0233, 80.2107","Park at 13.0661, 80.2078",4744.3,0.8,0.5,0.8,0.526,1.0,0.7038,80.2106634357516,13.0233035507198,80.207764,13.066107
waste,"Waste site at 13.0999, 80.1502","Park at 13.0409, 80.1660",6748.5,0.9,0.5,0.8,0.325,1.0,0.7038,80.150230000056,13.099899999692399,80.166005,13.040874000000002
waste,"Waste site at 13.0927, 80.2404","Park at 13.1221, 80.2084",4749.1,0.8,0.5,0.8,0.525,1.0,0.7038,80.2403900003902,13.092720000051399,80.20843,13.122088999999999
waste,"Waste site at 13.1018, 80.1842","Park at 13.1315, 80.1525",4749.8,0.8,0.5,0.8,0.525,1.0,0.7038,80.1841599997977,13.1018099998138,80.1525,13.131499999999999
waste,"Waste site at 13.0904, 80.1942","Park at 13.0662, 80.2084",3081.5,0.55,0.7,0.8,0.692,1.0,0.7038,80.1941799995546,13.090359999828898,80.208352,13.066208
waste,"Waste site at 13.0927, 80.2404","Park at 13.1356, 80.2386",4749.8,0.8,0.5,0.8,0.525,1.0,0.7038,80.2403900003902,13.092720000051399,80.238592,13.135630999999998
waste,"Waste site at 13.1524, 80.2536","Park at 13.1099, 80.2599",4745.5,0.8,0.5,0.8,0.525,1.0,0.7038,80.2535999995608,13.152399999645397,80.259928,13.109942
waste,"Waste site at 13.1018, 80.1842","Park at 13.1315, 80.1525",4749.8,0.8,0.5,0.8,0.525,1.0,0.7038,80.1841599997977,13.1018099998138,80.1525,13.131499999999999
waste,"Waste site at 13.1841, 80.3143","Park at 13.1660, 80.2970",2744.9,0.7,0.5,0.8,0.726,1.0,0.7038,80.3143168069706,13.1841358298023,80.297026,13.166
waste,"Waste site at 13.0639, 80.2141","Park at 13.1049, 80.2009",4750.2,0.8,0.5,0.8,0.525,1.0,0.7037,80.2140799998612,13.063949999623603,80.20086,13.104899
waste,"Waste site at 13.1324, 80.1982","Park at 13.1006, 80.1688",4754.4,0.8,0.5,0.8,0.525,1.0,0.7037,80.1982400002104,13.1324199999433,80.168767,13.100584999999999
waste,"Waste site at 13.0396, 80.2590","Park at 13.0665, 80.2514",3084.5,0.55,0.7,0.8,0.692,1.0,0.7037,80.2589999998814,13.039629999566602,80.251409,13.066509
waste,"Waste site at 13.0823, 80.2263","Park at 13.1099, 80.2599",4752.9,0.8,0.5,0.8,0.525,1.0,0.7037,80.2263299997364,13.082332999943098,80.259928,13.109942
waste,"Waste site at 13.0594, 80.2781","Park at 13.0874, 80.2448",4754.0,0.8,0.5,0.8,0.525,1.0,0.7037,80.2781200002567,13.0594100003591,80.244838,13.087396999999998
waste,"Waste site at 13.0755, 80.2149","Park at 13.1136, 80.2352",4751.6,0.8,0.5,0.8,0.525,1.0,0.7037,80.2149000000628,13.075500000417998,80.235244,13.113554999999998
waste,"Waste site at 13.0919, 80.1772","Park at 13.1008, 80.2042",3085.2,0.55,0.7,0.8,0.691,1.0,0.7037,80.1772300003427,13.091910000064194,80.204197,13.100822999999998
waste,"Waste site at 13.0919, 80.1772","Park at 13.1008, 80.2042",3085.2,0.55,0.7,0.8,0.691,1.0,0.7037,80.1772300003427,13.091910000064194,80.204197,13.100822999999998
waste,"Waste site at 13.1577, 80.2877","Park at 13.1643, 80.2632",2752.9,0.7,0.5,0.8,0.725,1.0,0.7037,80.2877400001921,13.1577400002982,80.26323,13.164271999999999
waste,"Waste site at 13.1842, 80.3144","Park at 13.1660, 80.2970",2756.2,0.7,0.5,0.8,0.724,1.0,0.7037,80.314359090946,13.184237781178698,80.297026,13.166
waste,"Waste site at 13.0351, 80.2499","Park at 12.9940, 80.2629",4756.0,0.8,0.5,0.8,0.524,1.0,0.7037,80.24990999981311,13.035109999862298,80.262889,12.994032999999996
waste,"Waste site at 13.1524, 80.2536","Park at 13.1094, 80.2537",4755.8,0.8,0.5,0.8,0.524,1.0,0.7037,80.2535999995608,13.152399999645397,80.253713,13.109398999999998
waste,"Waste site at 13.0639, 80.2141","Park at 13.1049, 80.2009",4750.2,0.8,0.5,0.8,0.525,1.0,0.7037,80.2140799998612,13.063949999623603,80.20086,13.104899
waste,"Waste site at 13.1116, 80.2155","Park at 13.1123, 80.1870",3089.2,0.55,0.7,0.8,0.691,1.0,0.7037,80.2155230002128,13.1116409998588,80.187034,13.112327
waste,"Waste site at 13.0725, 80.2650","Park at 13.0970, 80.2605",2751.2,0.7,0.5,0.8,0.725,1.0,0.7037,80.2649999996883,13.0724999999669,80.260502,13.096981999999997
waste,"Waste site at 13.0233, 80.2107","Park at 13.0640, 80.2247",4754.6,0.8,0.5,0.8,0.525,1.0,0.7037,80.2106634357516,13.0233035507198,80.224675,13.064039999999999
waste,"Waste site at 13.1601, 80.2988","Park at 13.1052, 80.2954",6086.2,0.7,0.7,0.8,0.391,1.0,0.7037,80.2988269999148,13.160115000294201,80.295376,13.105187999999997
waste,"Waste site at 13.1073, 80.2670","Park at 13.1052, 80.2954",3090.0,0.55,0.7,0.8,0.691,1.0,0.7037,80.2669500002492,13.107259999550198,80.295376,13.105187999999997
waste,"Waste site at 13.0293, 80.2337","Park at 13.0684, 80.2153",4763.3,0.8,0.5,0.8,0.524,1.0,0.7036,80.2337499999664,13.0292900001212,80.21530700000001,13.068380000000001
waste,"Waste site at 13.1113, 80.1872","Park at 13.0872, 80.1934",2757.6,0.7,0.5,0.8,0.724,1.0,0.7036,80.1871599999231,13.1113399998117,80.1933737,13.087161600000002
waste,"Waste site at 13.1224, 80.2381","Park at 13.0892, 80.1933",6091.6,0.7,0.7,0.8,0.391,1.0,0.7036,80.2381000001439,13.1223999998158,80.193286,13.08917
waste,"Waste site at 13.1479, 80.2246","Park at 13.1443, 80.1994",2760.4,0.7,0.5,0.8,0.724,1.0,0.7036,80.22459999977,13.147899999598302,80.1994019,13.144275499999997
waste,"Waste site at 13.1323, 80.1575","Park at 13.1238, 80.2005",4758.9,0.8,0.5,0.8,0.524,1.0,0.7036,80.1574899996983,13.132299999876897,80.200523,13.123777000000002
waste,"Waste site at 13.1264, 80.2640","Park at 13.1355, 80.2877",2762.3,0.7,0.5,0.8,0.724,1.0,0.7036,80.2640000000831,13.126399999893001,80.28773700000002,13.135488999999998
waste,"Waste site at 13.0233, 80.2107","Park at 13.0214, 80.2545",4761.9,0.8,0.5,0.8,0.524,1.0,0.7036,80.2106634357516,13.0233035507198,80.254534,13.021419
waste,"Waste site at 13.0239, 80.2586","Park at 12.9817, 80.2670",4761.3,0.8,0.5,0.8,0.524,1.0,0.7036,80.2585879999664,13.023909000246201,80.267015,12.981658
waste,"Waste site at 13.1113, 80.1872","Park at 13.1204, 80.2109",2758.4,0.7,0.5,0.8,0.724,1.0,0.7036,80.1871599999231,13.1113399998117,80.210863,13.120412
waste,"Waste site at 13.0665, 80.2340","Park at 13.0521, 80.2096",3091.6,0.55,0.7,0.8,0.691,1.0,0.7036,80.2339600003509,13.066539999614198,80.209569,13.052062000000001
waste,"Waste site at 13.0999, 80.1502","Park at 13.1242, 80.2075",6761.6,0.9,0.5,0.8,0.324,1.0,0.7036,80.150230000056,13.099899999692399,80.207475,13.124178999999998
waste,"Waste site at 13.1264, 80.2640","Park at 13.1128, 80.2853",2757.3,0.7,0.5,0.8,0.724,1.0,0.7036,80.2640000000831,13.126399999893001,80.285345,13.112838999999996
waste,"Waste site at 12.9688, 80.1819","Park at 12.9337, 80.2074",4760.1,0.8,0.5,0.8,0.524,1.0,0.7036,80.181912000437,12.968797000380201,80.207358,12.933730999999996
waste,"Waste site at 13.0594, 80.2781","Park at 13.0985, 80.2598",4760.9,0.8,0.5,0.8,0.524,1.0,0.7036,80.2781200002567,13.0594100003591,80.259781,13.098524000000003
waste,"Waste site at 13.0411, 80.1720","Park at 13.0661, 80.2078",4761.9,0.8,0.5,0.8,0.524,1.0,0.7036,80.1719900003305,13.0411319997808,80.207764,13.066107
waste,"Waste site at 13.0293, 80.2337","Park at 13.0634, 80.2070",4757.8,0.8,0.5,0.8,0.524,1.0,0.7036,80.2337499999664,13.0292900001212,80.20704,13.063421000000002
waste,"Waste site at 13.0995, 80.1872","Park at 13.0864, 80.2089",2762.5,0.7,0.5,0.8,0.724,1.0,0.7036,80.1871599997602,13.0994900002647,80.208859,13.086393999999999
waste,"Waste site at 13.1479, 80.2246","Park at 13.1403, 80.2489",2761.8,0.7,0.5,0.8,0.724,1.0,0.7036,80.22459999977,13.147899999598302,80.248868,13.140286999999999
waste,"Waste site at 13.1253, 80.2601","Park at 13.1004, 80.2619",2759.5,0.7,0.5,0.8,0.724,1.0,0.7036,80.2601000000708,13.125300000185302,80.261948,13.100414999999998
waste,"Waste site at 13.0618, 80.2597","Park at 13.0440, 80.2377",3094.0,0.55,0.7,0.8,0.691,1.0,0.7036,80.2597000003513,13.061809999837099,80.237682,13.044014999999998
waste,"Waste site at 13.0576, 80.1743","Park at 13.0303, 80.1685",3092.5,0.55,0.7,0.8,0.691,1.0,0.7036,80.174349999951,13.057639999740301,80.16851,13.030271
waste,"Waste site at 13.1255, 80.2758","Park at 13.1052, 80.2954",3090.2,0.55,0.7,0.8,0.691,1.0,0.7036,80.2757999997755,13.125500000358095,80.295376,13.105187999999997
waste,"Waste site at 13.1028, 80.2740","Park at 13.1249, 80.2623",2756.7,0.7,0.5,0.8,0.724,1.0,0.7036,80.2740000001832,13.1028000002163,80.262283,13.124922999999997
waste,"Waste site at 13.1351, 80.2246","Park at 13.1139, 80.2112",2760.0,0.7,0.5,0.8,0.724,1.0,0.7036,80.2245999999299,13.1351000003527,80.211241,13.113854999999997
waste,"Waste site at 13.0963, 80.2231","Park at 13.1315, 80.2484",4759.0,0.8,0.5,0.8,0.524,1.0,0.7036,80.2230999995446,13.0962899999526,80.24835400000002,13.131487999999997
waste,"Waste site at 13.0980, 80.2670","Park at 13.1155, 80.2073",6757.9,0.9,0.5,0.8,0.324,1.0,0.7036,80.2669999997512,13.098000000082202,80.207263,13.115471999999997
waste,"Waste site at 13.0252, 80.2201","Park at 13.0679, 80.2253",4761.4,0.8,0.5,0.8,0.524,1.0,0.7036,80.2200999996032,13.0252000001373,80.225328,13.067945999999997
waste,"Waste site at 13.0990, 80.2640","Park at 13.1209, 80.2057",6763.7,0.9,0.5,0.8,0.324,1.0,0.7035,80.2640000000016,13.099000000365399,80.205739,13.120887999999999
waste,"Waste site at 13.1524, 80.2536","Park at 13.1104, 80.2437",4763.9,0.8,0.5,0.8,0.524,1.0,0.7035,80.2535999995608,13.152399999645397,80.243728,13.110425999999999
waste,"Waste site at 13.0725, 80.1798","Park at 13.0801, 80.2041",2769.9,0.7,0.5,0.8,0.723,1.0,0.7035,80.1797800004473,13.072460000331501,80.204111,13.080098000000001
waste,"Waste site at 13.0384, 80.1626","Park at 13.0445, 80.1873",2766.0,0.7,0.5,0.8,0.723,1.0,0.7035,80.1625599995914,13.038377000195199,80.187299,13.044474999999998
waste,"Waste site at 13.0792, 80.2095","Park at 13.0835, 80.1658",4765.7,0.8,0.5,0.8,0.523,1.0,0.7035,80.2095200000924,13.079179999765,80.165783,13.083486999999998
waste,"Waste site at 13.0273, 80.2606","Park at 13.0440, 80.2377",3101.4,0.55,0.7,0.8,0.69,1.0,0.7035,80.2606100004354,13.0272500003223,80.237682,13.044014999999998
waste,"Waste site at 13.0792, 80.2095","Park at 13.0386, 80.1947",4765.5,0.8,0.5,0.8,0.523,1.0,0.7035,80.2095200000924,13.079179999765,80.194666,13.038626
waste,"Waste site at 13.1245, 80.2483","Park at 13.1446, 80.2331",2764.7,0.7,0.5,0.8,0.724,1.0,0.7035,80.248300000262,13.124500000147899,80.233138,13.144601999999999
waste,"Waste site at 13.0999, 80.1502","Park at 13.1221, 80.2084",6769.6,0.9,0.5,0.8,0.323,1.0,0.7035,80.150230000056,13.099899999692399,80.20843,13.122088999999999
waste,"Waste site at 13.1351, 80.2246","Park at 13.1221, 80.2028",2767.4,0.7,0.5,0.8,0.723,1.0,0.7035,80.2245999999299,13.1351000003527,80.202764,13.122134999999997
waste,"Waste site at 13.1210, 80.2546","Park at 13.1139, 80.2112",4768.9,0.8,0.5,0.8,0.523,1.0,0.7035,80.2546299999844,13.120979999606899,80.211241,13.113854999999997
waste,"Waste site at 13.1411, 80.2426","Park at 13.1008, 80.2042",6097.7,0.7,0.7,0.8,0.39,1.0,0.7035,80.2426000003603,13.141110000241097,80.204197,13.100822999999998
waste,"Waste site at 13.1345, 80.2532","Park at 13.1094, 80.2537",2776.6,0.7,0.5,0.8,0.722,1.0,0.7034,80.2532000002515,13.1345000001864,80.253713,13.109398999999998
waste,"Waste site at 13.0907, 80.2514","Park at 13.0663, 80.2572",2772.0,0.7,0.5,0.8,0.723,1.0,0.7034,80.2514000002387,13.09069999963,80.257235,13.066297
waste,"Waste site at 13.1351, 80.2246","Park at 13.0892, 80.1933",6109.5,0.7,0.7,0.8,0.389,1.0,0.7034,80.2245999999299,13.1351000003527,80.193286,13.08917
waste,"Waste site at 13.0904, 80.1942","Park at 13.0758, 80.1733",2774.6,0.7,0.5,0.8,0.723,1.0,0.7034,80.1941799995546,13.090359999828898,80.1733356,13.075804499999997
waste,"Waste site at 13.0927, 80.2404","Park at 13.0521, 80.2255",4773.1,0.8,0.5,0.8,0.523,1.0,0.7034,80.2403900003902,13.092720000051399,80.225542,13.052090999999999
waste,"Waste site at 13.1132, 80.2570","Park at 13.1343, 80.2380",3109.4,0.55,0.7,0.8,0.689,1.0,0.7034,80.256979999608,13.113210000359201,80.238039,13.134323999999998
waste,"Waste site at 13.0384, 80.1626","Park at 13.0135, 80.1661",2773.6,0.7,0.5,0.8,0.723,1.0,0.7034,80.1625599995914,13.038377000195199,80.166064,13.013535
waste,"Waste site at 13.1654, 80.2756","Park at 13.1315, 80.2484",4773.6,0.8,0.5,0.8,0.523,1.0,0.7034,80.2756000001581,13.165399999556302,80.24835400000002,13.131487999999997
waste,"Waste site at 13.0576, 80.1744","Park at 13.0825, 80.1709",2776.6,0.7,0.5,0.8,0.722,1.0,0.7034,80.1743519998307,13.057640999820899,80.170914,13.082518999999998
waste,"Waste site at 13.0293, 80.2337","Park at 13.0642, 80.2078",4776.4,0.8,0.5,0.8,0.522,1.0,0.7034,80.2337499999664,13.0292900001212,80.207764,13.064163
waste,"Waste site at 13.0907, 80.2514","Park at 13.1031, 80.2736",2772.3,0.7,0.5,0.8,0.723,1.0,0.7034,80.2514000002387,13.09069999963,80.273597,13.103148
waste,"Waste site at 13.1280, 80.2912","Park at 13.0970, 80.2605",4776.2,0.8,0.5,0.8,0.522,1.0,0.7034,80.2911800000566,13.127980000334198,80.260502,13.096981999999997
waste,"Waste site at 13.1084, 80.2606","Park at 13.0653, 80.2606",4774.9,0.8,0.5,0.8,0.523,1.0,0.7034,80.2605699996055,13.108449999703998,80.260615,13.065276000000003
waste,"Waste site at 13.0907, 80.2514","Park at 13.1032, 80.2736",2771.2,0.7,0.5,0.8,0.723,1.0,0.7034,80.2514000002387,13.09069999963,80.273576,13.103163
waste,"Waste site at 13.1018, 80.1842","Park at 13.0868, 80.2255",4774.7,0.8,0.5,0.8,0.523,1.0,0.7034,80.1841599997977,13.1018099998138,80.225467,13.086829999999999
waste,"Waste site at 13.1224, 80.2381","Park at 13.1414, 80.2214",2774.4,0.7,0.5,0.8,0.723,1.0,0.7034,80.2381000001439,13.1223999998158,80.22141200000002,13.141421000000001
waste,"Waste site at 13.1479, 80.2246","Park at 13.1433, 80.1994",2774.3,0.7,0.5,0.8,0.723,1.0,0.7034,80.22459999977,13.147899999598302,80.199444,13.143270000000001
waste,"Waste site at 13.1264, 80.2640","Park at 13.1031, 80.2736",2774.0,0.7,0.5,0.8,0.723,1.0,0.7034,80.2640000000831,13.126399999893001,80.273597,13.103148
waste,"Waste site at 13.1264, 80.2640","Park at 13.1032, 80.2736",2771.6,0.7,0.5,0.8,0.723,1.0,0.7034,80.2640000000831,13.126399999893001,80.273576,13.103163
waste,"Waste site at 13.0770, 80.2391","Park at 13.0488, 80.2057",4776.3,0.8,0.5,0.8,0.522,1.0,0.7034,80.2391000001903,13.077000000160199,80.205748,13.048786
waste,"Waste site at 13.0940, 80.2213","Park at 13.0386, 80.1947",6770.9,0.9,0.5,0.8,0.323,1.0,0.7034,80.2213000003672,13.093999999919404,80.194666,13.038626
waste,"Waste site at 13.1323, 80.1575","Park at 13.1295, 80.2015",4775.1,0.8,0.5,0.8,0.522,1.0,0.7034,80.1574899996983,13.132299999876897,80.201451,13.129509999999998
waste,"Waste site at 13.1479, 80.2246","Park at 13.1305, 80.2431",2774.5,0.7,0.5,0.8,0.723,1.0,0.7034,80.22459999977,13.147899999598302,80.24306,13.130521
waste,"Waste site at 13.0927, 80.2404","Park at 13.0632, 80.2082",4775.2,0.8,0.5,0.8,0.522,1.0,0.7034,80.2403900003902,13.092720000051399,80.208212,13.063237999999997
waste,"Waste site at 13.0755, 80.2149","Park at 13.0335, 80.2048",4774.0,0.8,0.5,0.8,0.523,1.0,0.7034,80.2149000000628,13.075500000417998,80.204785,13.033489000000001
waste,"Waste site at 13.0576, 80.1744","Park at 13.0825, 80.1709",2776.2,0.7,0.5,0.8,0.722,1.0,0.7034,80.1743519998307,13.057640999820899,80.170917,13.082516
waste,"Waste site at 13.1711, 80.1960","Park at 13.1343, 80.2380",6107.7,0.7,0.7,0.8,0.389,1.0,0.7034,80.195999999785,13.1711000001533,80.238039,13.134323999999998
waste,"Waste site at 13.1018, 80.1842","Park at 13.0868, 80.2255",4774.7,0.8,0.5,0.8,0.523,1.0,0.7034,80.1841599997977,13.1018099998138,80.225467,13.086829999999999
waste,"Waste site at 13.1155, 80.2470","Park at 13.0974, 80.2689",3103.9,0.55,0.7,0.8,0.69,1.0,0.7034,80.2470000000063,13.115499999853597,80.268857,13.09737
waste,"Waste site at 13.0721, 80.2305","Park at 13.0404, 80.2603",4772.0,0.8,0.5,0.8,0.523,1.0,0.7034,80.2305499996437,13.072130000215402,80.260341,13.040368999999998
waste,"Waste site at 13.0953, 80.2219","Park at 13.1467, 80.2429",6116.1,0.7,0.7,0.8,0.388,1.0,0.7033,80.2218999997152,13.095340000191799,80.24288,13.146676
waste,"Waste site at 13.1113, 80.1872","Park at 13.1346, 80.1773",2783.0,0.7,0.5,0.8,0.722,1.0,0.7033,80.1871599999231,13.1113399998117,80.177275,13.134562999999998
waste,"Waste site at 13.0351, 80.2499","Park at 13.0331, 80.2059",4781.4,0.8,0.5,0.8,0.522,1.0,0.7033,80.24990999981311,13.035109999862298,80.205866,13.033054999999996
waste,"Waste site at 13.1132, 80.2570","Park at 13.1183, 80.2852",3112.7,0.55,0.7,0.8,0.689,1.0,0.7033,80.256979999608,13.113210000359201,80.285224,13.118286
waste,"Waste site at 13.0576, 80.1744","Park at 13.0499, 80.1988",2783.1,0.7,0.5,0.8,0.722,1.0,0.7033,80.1743519998307,13.057640999820899,80.198782,13.04992
waste,"Waste site at 13.0978, 80.1498","Park at 13.0771, 80.1643",2776.9,0.7,0.5,0.8,0.722,1.0,0.7033,80.1498300000115,13.0978199995582,80.164297,13.077100999999997
waste,"Waste site at 13.0273, 80.2606","Park at 13.0554, 80.2590",3115.4,0.55,0.7,0.8,0.688,1.0,0.7033,80.2606100004354,13.0272500003223,80.25896,13.055372999999998
waste,"Waste site at 12.9413, 80.2062","Park at 12.9841, 80.2001",4781.3,0.8,0.5,0.8,0.522,1.0,0.7033,80.2062170002911,12.941261000040098,80.200107,12.984076000000002
waste,"Waste site at 13.1086, 80.2282","Park at 13.0799, 80.2611",4778.5,0.8,0.5,0.8,0.522,1.0,0.7033,80.2281699999092,13.1086199998297,80.261138,13.079941000000002
waste,"Waste site at 13.0980, 80.2670","Park at 13.0521, 80.2255",6781.0,0.9,0.5,0.8,0.322,1.0,0.7033,80.2669999997512,13.098000000082202,80.225542,13.052090999999999
waste,"Waste site at 13.0252, 80.2201","Park at 13.0673, 80.2302",4781.9,0.8,0.5,0.8,0.522,1.0,0.7033,80.2200999996032,13.0252000001373,80.230236,13.067279999999998
waste,"Waste site at 13.0774, 80.2513","Park at 13.1205, 80.2548",4778.6,0.8,0.5,0.8,0.522,1.0,0.7033,80.251269000459,13.077440000268599,80.254832,13.120506
waste,"Waste site at 13.0594, 80.2781","Park at 13.1026, 80.2788",4779.9,0.8,0.5,0.8,0.522,1.0,0.7033,80.2781200002567,13.0594100003591,80.278763,13.102625
waste,"Waste site at 13.1529, 80.2030","Park at 13.1708, 80.2210",2780.2,0.7,0.5,0.8,0.722,1.0,0.7033,80.2029999998797,13.1528999997921,80.221,13.170809999999998
waste,"Waste site at 13.1018, 80.1842","Park at 13.0649, 80.2072",4785.0,0.8,0.5,0.8,0.521,1.0,0.7032,80.1841599997977,13.1018099998138,80.207164,13.064885999999998
waste,"Waste site at 13.0755, 80.2149","Park at 13.0405, 80.1890",4789.0,0.8,0.5,0.8,0.521,1.0,0.7032,80.2149000000628,13.075500000417998,80.188954,13.040458000000001
waste,"Waste site at 13.1073, 80.2464","Park at 13.1343, 80.2380",3121.2,0.55,0.7,0.8,0.688,1.0,0.7032,80.2463666597329,13.107308330436203,80.238039,13.134323999999998
waste,"Waste site at 13.1160, 80.2375","Park at 13.0957, 80.2575",3117.5,0.55,0.7,0.8,0.688,1.0,0.7032,80.2374999998623,13.116000000445903,80.257455,13.095701999999998
