pathway,source_name,dest_name,distance_m,resource,demand,climate,feasibility,infrastructure,score,src_lon,src_lat,dst_lon,dst_lat
waste,"Waste site at 13.0298, 80.1975","Park at 12.9905, 80.1958",4347.5,0.55,0.5,0.8,0.565,1.0,0.6348,80.197481999621,13.029781000230399,80.195829,12.990504999999999
waste,"Waste site at 13.0842, 80.2306","Park at 13.0961, 80.1924",4348.3,0.55,0.5,0.8,0.565,1.0,0.6348,80.2306000004244,13.0842000004098,80.192363,13.096071
waste,"Waste site at 13.1529, 80.2030","Park at 13.0872, 80.1934",7345.0,0.7,0.5,0.8,0.265,1.0,0.6348,80.2029999998797,13.1528999997921,80.1933737,13.087161600000002
waste,"Waste site at 13.0907, 80.2514","Park at 13.0521, 80.2589",4344.2,0.55,0.5,0.8,0.566,1.0,0.6348,80.2514000002387,13.09069999963,80.258933,13.052119999999999
waste,"Waste site at 13.1119, 80.2321","Park at 13.0980, 80.1945",4347.2,0.55,0.5,0.8,0.565,1.0,0.6348,80.2320500004026,13.111861890089,80.194514,13.098029999999998
waste,"Waste site at 13.1037, 80.1967","Park at 13.1393, 80.2539",7347.4,0.7,0.5,0.8,0.265,1.0,0.6348,80.1966714999968,13.103671899789699,80.253874,13.139311
waste,"Waste site at 13.1345, 80.2532","Park at 13.0938, 80.1997",7344.0,0.7,0.5,0.8,0.266,1.0,0.6348,80.2532000002515,13.1345000001864,80.199656,13.093815999999999
waste,"Waste site at 13.0252, 80.2127","Park at 12.9860, 80.2092",4345.0,0.55,0.5,0.8,0.566,1.0,0.6348,80.212725999907,13.025180000381399,80.20919400000001,12.986045999999996
waste,"Waste site at 13.0382, 80.1493","Park at 13.0147, 80.1815",4344.9,0.55,0.5,0.8,0.566,1.0,0.6348,80.1493129997611,13.0382040000241,80.181454,13.014746999999995
waste,"Waste site at 13.0551, 80.2259","Park at 13.0445, 80.1873",4346.9,0.55,0.5,0.8,0.565,1.0,0.6348,80.2258900001684,13.0551200002338,80.187299,13.044474999999998
waste,"Waste site at 13.0919, 80.1772","Park at 13.0658, 80.2072",4346.2,0.55,0.5,0.8,0.565,1.0,0.6348,80.1772300003427,13.091910000064194,80.207169,13.065777
waste,"Waste site at 13.1559, 80.3021","Park at 13.1094, 80.2537",7345.5,0.7,0.5,0.8,0.265,1.0,0.6348,80.3020999998227,13.155899999870798,80.253713,13.109398999999998
waste,"Waste site at 13.0726, 80.2650","Park at 13.1110, 80.2564",4349.6,0.55,0.5,0.8,0.565,1.0,0.6348,80.2650000000199,13.072570000372002,80.256436,13.110991999999998
waste,"Waste site at 13.1255, 80.2758","Park at 13.1559, 80.3013",4349.9,0.55,0.5,0.8,0.565,1.0,0.6348,80.2757999997755,13.125500000358095,80.30128,13.155888000000001
waste,"Waste site at 13.0997, 80.2395","Park at 13.0684, 80.2153",4344.9,0.55,0.5,0.8,0.566,1.0,0.6348,80.2395000003082,13.099699999848497,80.21530700000001,13.068380000000001
waste,"Waste site at 13.1073, 80.2670","Park at 13.0440, 80.2377",7680.7,0.55,0.7,0.8,0.232,1.0,0.6348,80.2669500002492,13.107259999550198,80.237682,13.044014999999998
waste,"Waste site at 13.1698, 80.2037","Park at 13.1125, 80.2379",7344.6,0.7,0.5,0.8,0.266,1.0,0.6348,80.2037000000902,13.169799999870497,80.237888,13.112463000000004
waste,"Waste site at 13.1264, 80.2640","Park at 13.0871, 80.2629",4349.3,0.55,0.5,0.8,0.565,1.0,0.6348,80.2640000000831,13.126399999893001,80.262895,13.087088999999999
waste,"Waste site at 13.0919, 80.1772","Park at 13.0658, 80.2072",4346.2,0.55,0.5,0.8,0.565,1.0,0.6348,80.1772300003427,13.091910000064194,80.207169,13.065777
waste,"Waste site at 13.1202, 80.2724","Park at 13.0879, 80.2496",4345.1,0.55,0.5,0.8,0.565,1.0,0.6348,80.2723999995782,13.1201999996143,80.249599,13.087888
waste,"Waste site at 13.1160, 80.2375","Park at 13.0889, 80.2085",4350.0,0.55,0.5,0.8,0.565,1.0,0.6348,80.2374999998623,13.116000000445903,80.20845500000001,13.088862
waste,"Waste site at 13.0997, 80.2395","Park at 13.1209, 80.2057",4345.7,0.55,0.5,0.8,0.565,1.0,0.6348,80.2395000003082,13.099699999848497,80.205739,13.120887999999999
waste,"Waste site at 13.1283, 80.2838","Park at 13.0665, 80.2514",7677.7,0.55,0.7,0.8,0.232,1.0,0.6348,80.2837500002909,13.128270000299699,80.251409,13.066509
water,"Water site at 13.0343, 80.1931","Park at 13.0284, 80.1911",686.3,0.5,0.5,0.8,0.931,0.6,0.6347,80.19305460003778,13.034336013624737,80.19108600000001,13.028438
waste,"Waste site at 13.0815, 80.2201","Park at 13.0781, 80.1801",4351.9,0.55,0.5,0.8,0.565,1.0,0.6347,80.2201000000232,13.081499999935598,80.180109,13.078106
waste,"Waste site at 13.0777, 80.1807","Park at 13.0876, 80.2477",7353.7,0.7,0.5,0.8,0.265,1.0,0.6347,80.1806799996929,13.077650000245496,80.24774,13.087637
waste,"Waste site at 13.0252, 80.2127","Park at 13.0527, 80.2414",4354.4,0.55,0.5,0.8,0.565,1.0,0.6347,80.212725999907,13.025180000381399,80.241397,13.052746999999998
waste,"Waste site at 13.1250, 80.1696","Park at 13.1209, 80.2373",7356.1,0.7,0.5,0.8,0.264,1.0,0.6347,80.1695700000045,13.1250499999418,80.2373,13.1209
waste,"Waste site at 13.0904, 80.1942","Park at 13.1288, 80.2029",4356.4,0.55,0.5,0.8,0.564,1.0,0.6347,80.1941799995546,13.090359999828898,80.202883,13.128814999999998
waste,"Waste site at 13.0759, 80.2147","Park at 13.1149, 80.2201",4354.9,0.55,0.5,0.8,0.565,1.0,0.6347,80.214699999626,13.075900000069003,80.220121,13.114915999999997
waste,"Waste site at 13.0926, 80.2111","Park at 13.1271, 80.2303",4353.2,0.55,0.5,0.8,0.565,1.0,0.6347,80.2110900002515,13.0925599996353,80.2303287,13.1271097
waste,"Waste site at 13.0919, 80.1772","Park at 13.1168, 80.1462",4350.6,0.55,0.5,0.8,0.565,1.0,0.6347,80.1772300003427,13.091910000064194,80.146168,13.116817999999999
waste,"Waste site at 13.0512, 80.2776","Park at 13.0662, 80.2084",7685.7,0.55,0.7,0.8,0.231,1.0,0.6347,80.2775599997788,13.0511799999507,80.208352,13.066208
waste,"Waste site at 13.0231, 80.1582","Park at 13.0898, 80.1784",7689.7,0.55,0.7,0.8,0.231,1.0,0.6347,80.1582269996028,13.023123999680296,80.178357,13.089792999999998
waste,"Waste site at 13.1151, 80.2233","Park at 13.1294, 80.2607",4353.3,0.55,0.5,0.8,0.565,1.0,0.6347,80.2233000001102,13.1151000003636,80.260735,13.129353999999996
waste,"Waste site at 13.0759, 80.2147","Park at 13.1149, 80.2201",4354.9,0.55,0.5,0.8,0.565,1.0,0.6347,80.214699999626,13.075900000069003,80.220121,13.114915999999997
waste,"Waste site at 13.0759, 80.2147","Park at 13.0401, 80.1980",4352.8,0.55,0.5,0.8,0.565,1.0,0.6347,80.214699999626,13.075900000069003,80.197968,13.040123999999999
waste,"Waste site at 13.0926, 80.2111","Park at 13.1271, 80.2303",4353.2,0.55,0.5,0.8,0.565,1.0,0.6347,80.2110900002515,13.0925599996353,80.2303287,13.1271097
waste,"Waste site at 13.0759, 80.2147","Park at 13.0401, 80.1980",4352.8,0.55,0.5,0.8,0.565,1.0,0.6347,80.214699999626,13.075900000069003,80.197968,13.040123999999999
waste,"Waste site at 13.0904, 80.1942","Park at 13.0799, 80.2611",7350.1,0.7,0.5,0.8,0.265,1.0,0.6347,80.1941799995546,13.090359999828898,80.261138,13.079941000000002
waste,"Waste site at 13.0688, 80.2170","Park at 13.1049, 80.2009",4355.1,0.55,0.5,0.8,0.564,1.0,0.6347,80.2169799998424,13.0688299998089,80.20086,13.104899
waste,"Waste site at 13.1264, 80.2619","Park at 13.1391, 80.1953",7356.1,0.7,0.5,0.8,0.264,1.0,0.6347,80.2619400000163,13.1264000003824,80.19533200000001,13.1391424
waste,"Waste site at 13.1781, 80.2532","Park at 13.1444, 80.2323",4351.9,0.55,0.5,0.8,0.565,1.0,0.6347,80.2531509995494,13.178062000166898,80.232307,13.144429999999998
waste,"Waste site at 13.1354, 80.2533","Park at 13.1384, 80.2933",4352.1,0.55,0.5,0.8,0.565,1.0,0.6347,80.2532800003674,13.1354399999091,80.293316,13.138433000000001
waste,"Waste site at 13.0759, 80.2147","Park at 13.1149, 80.2201",4354.9,0.55,0.5,0.8,0.565,1.0,0.6347,80.214699999626,13.075900000069003,80.220121,13.114915999999997
waste,"Waste site at 13.0906, 80.2492","Park at 13.0898, 80.1784",7683.9,0.55,0.7,0.8,0.232,1.0,0.6347,80.2492299998327,13.090560000234598,80.178357,13.089792999999998
waste,"Waste site at 13.0877, 80.2323","Park at 13.1270, 80.2302",4353.6,0.55,0.5,0.8,0.565,1.0,0.6347,80.2323000002851,13.087699999662401,80.230244,13.127012999999996
waste,"Waste site at 13.1485, 80.2508","Park at 13.1301, 80.2863",4352.3,0.55,0.5,0.8,0.565,1.0,0.6347,80.250778000206,13.148487000204499,80.28626500000001,13.130071999999998
waste,"Waste site at 13.1113, 80.1872","Park at 13.0452, 80.1807",7353.4,0.7,0.5,0.8,0.265,1.0,0.6347,80.1871599999231,13.1113399998117,80.180733,13.045151
waste,"Waste site at 13.0926, 80.2111","Park at 13.1271, 80.2303",4353.2,0.55,0.5,0.8,0.565,1.0,0.6347,80.2110900002515,13.0925599996353,80.2303287,13.1271097
waste,"Waste site at 13.1351, 80.2246","Park at 13.1103, 80.2875",7353.7,0.7,0.5,0.8,0.265,1.0,0.6347,80.2245999999299,13.1351000003527,80.287547,13.110304999999999
waste,"Waste site at 13.0919, 80.1772","Park at 13.1168, 80.1462",4350.6,0.55,0.5,0.8,0.565,1.0,0.6347,80.1772300003427,13.091910000064194,80.146168,13.116817999999999
waste,"Waste site at 13.0713, 80.2479","Park at 13.1104, 80.2437",4350.8,0.55,0.5,0.8,0.565,1.0,0.6347,80.2479000003709,13.0712999998393,80.243728,13.110425999999999
waste,"Waste site at 13.0252, 80.2127","Park at 13.0642, 80.2071",4354.6,0.55,0.5,0.8,0.565,1.0,0.6347,80.212725999907,13.025180000381399,80.207081,13.064163
waste,"Waste site at 13.0721, 80.2709","Park at 13.1208, 80.2247",7352.0,0.7,0.5,0.8,0.265,1.0,0.6347,80.270900000058,13.0721000002722,80.22474300000002,13.120803999999996
waste,"Waste site at 13.0997, 80.2395","Park at 13.0689, 80.2145",4354.2,0.55,0.5,0.8,0.565,1.0,0.6347,80.2395000003082,13.099699999848497,80.214483,13.068899999999996
waste,"Waste site at 13.0759, 80.2147","Park at 13.0401, 80.1980",4352.8,0.55,0.5,0.8,0.565,1.0,0.6347,80.214699999626,13.075900000069003,80.197968,13.040123999999999
waste,"Waste site at 13.1334, 80.2924","Park at 13.1142, 80.2574",4355.7,0.55,0.5,0.8,0.564,1.0,0.6347,80.2924499999423,13.133400000088999,80.257351,13.114224000000002
waste,"Waste site at 13.1960, 80.3166","Park at 13.1729, 80.2530",7353.7,0.7,0.5,0.8,0.265,1.0,0.6347,80.3166499999977,13.195980000381402,80.253017,13.172882999999995
waste,"Waste site at 13.1255, 80.2758","Park at 13.1125, 80.2379",4355.2,0.55,0.5,0.8,0.564,1.0,0.6347,80.2757999997755,13.125500000358095,80.237888,13.112463000000004
waste,"Waste site at 13.0181, 80.2725","Park at 12.9601, 80.2335",7684.6,0.55,0.7,0.8,0.232,1.0,0.6347,80.2725000000674,13.0181000001652,80.233514,12.960079
waste,"Waste site at 13.0688, 80.2170","Park at 13.1049, 80.2009",4355.1,0.55,0.5,0.8,0.564,1.0,0.6347,80.2169799998424,13.0688299998089,80.20086,13.104899
waste,"Waste site at 13.1029, 80.2740","Park at 13.1390, 80.2900",4352.7,0.55,0.5,0.8,0.565,1.0,0.6347,80.2740299999553,13.102890000038698,80.29,13.139000000000001
waste,"Waste site at 13.1113, 80.1872","Park at 13.1332, 80.1538",4352.5,0.55,0.5,0.8,0.565,1.0,0.6347,80.1871599999231,13.1113399998117,80.153793,13.133232
waste,"Waste site at 13.1223, 80.2383","Park at 13.0834, 80.2441",4353.4,0.55,0.5,0.8,0.565,1.0,0.6347,80.2382899998744,13.122340000172096,80.244108,13.083392
waste,"Waste site at 13.1156, 80.2043","Park at 13.1091, 80.2439",4352.6,0.55,0.5,0.8,0.565,1.0,0.6347,80.2043300001292,13.1156199996601,80.243921,13.109062
waste,"Waste site at 13.1008, 80.2019","Park at 13.0618, 80.2072",4351.4,0.55,0.5,0.8,0.565,1.0,0.6347,80.2019000002265,13.1007999996044,80.20720000000001,13.061799999999998
waste,"Waste site at 13.0953, 80.2219","Park at 13.0866, 80.2611",4352.3,0.55,0.5,0.8,0.565,1.0,0.6347,80.2218999997152,13.095340000191799,80.261052,13.086637000000001
waste,"Waste site at 13.1151, 80.2233","Park at 13.1249, 80.2623",4363.1,0.55,0.5,0.8,0.564,1.0,0.6346,80.2233000001102,13.1151000003636,80.262283,13.124922999999997
waste,"Waste site at 13.0927, 80.2492","Park at 13.0898, 80.1784",7690.1,0.55,0.7,0.8,0.231,1.0,0.6346,80.2492289997096,13.092706159694501,80.178357,13.089792999999998
waste,"Waste site at 13.0815, 80.2201","Park at 13.0663, 80.2572",4363.1,0.55,0.5,0.8,0.564,1.0,0.6346,80.2201000000232,13.081499999935598,80.257235,13.066297
waste,"Waste site at 13.0608, 80.2695","Park at 13.0231, 80.2576",4359.8,0.55,0.5,0.8,0.564,1.0,0.6346,80.2695299998422,13.060809999951996,80.257648,13.023148999999997
waste,"Waste site at 13.0919, 80.1772","Park at 13.0604, 80.2014",4361.4,0.55,0.5,0.8,0.564,1.0,0.6346,80.1772300003427,13.091910000064194,80.201442,13.060418000000002
waste,"Waste site at 13.0839, 80.1883","Park at 13.0452, 80.1807",4363.1,0.55,0.5,0.8,0.564,1.0,0.6346,80.1883400003341,13.0838900001099,80.180733,13.045151
waste,"Waste site at 13.0665, 80.2070","Park at 13.0773, 80.1683",4363.0,0.55,0.5,0.8,0.564,1.0,0.6346,80.2069549998569,13.066450000218,80.168263,13.077292999999997
waste,"Waste site at 13.1160, 80.2375","Park at 13.0521, 80.2096",7692.4,0.55,0.7,0.8,0.231,1.0,0.6346,80.2374999998623,13.116000000445903,80.209569,13.052062000000001
waste,"Waste site at 13.0978, 80.1498","Park at 13.1433, 80.1994",7361.5,0.7,0.5,0.8,0.264,1.0,0.6346,80.1498300000115,13.0978199995582,80.199444,13.143270000000001
waste,"Waste site at 13.0271, 80.2242","Park at 13.0632, 80.2082",4358.1,0.55,0.5,0.8,0.564,1.0,0.6346,80.2242199996671,13.027092999785697,80.208212,13.063237999999997
waste,"Waste site at 12.9913, 80.1869","Park at 13.0187, 80.2159",4361.8,0.55,0.5,0.8,0.564,1.0,0.6346,80.1869000004173,12.9913299996975,80.215875,13.018683000000001
waste,"Waste site at 13.1246, 80.2214","Park at 13.0939, 80.1962",4360.5,0.55,0.5,0.8,0.564,1.0,0.6346,80.2214099995588,13.124589999725195,80.196169,13.093892
waste,"Waste site at 13.2022, 80.2733","Park at 13.1357, 80.2769",7361.9,0.7,0.5,0.8,0.264,1.0,0.6346,80.27330000041891,13.202200000197,80.276874,13.135727000000001
waste,"Waste site at 13.0510, 80.2776","Park at 13.0662, 80.2084",7691.4,0.55,0.7,0.8,0.231,1.0,0.6346,80.2775700003776,13.050989999632701,80.208352,13.066208
waste,"Waste site at 13.0792, 80.1906","Park at 13.1053, 80.2531",7359.1,0.7,0.5,0.8,0.264,1.0,0.6346,80.1906200004269,13.079230000044499,80.253075,13.1053
waste,"Waste site at 13.0904, 80.1942","Park at 13.0479, 80.1380",7693.2,0.55,0.7,0.8,0.231,1.0,0.6346,80.1941799995546,13.090359999828898,80.137973,13.047904999999998
waste,"Waste site at 13.0987, 80.2572","Park at 13.1377, 80.2514",4362.7,0.55,0.5,0.8,0.564,1.0,0.6346,80.257189999841,13.098699999888796,80.2513753,13.137733199999998
waste,"Waste site at 13.1507, 80.2610","Park at 13.1577, 80.2214",4361.8,0.55,0.5,0.8,0.564,1.0,0.6346,80.2609799997244,13.150660000020702,80.2213817,13.157696599999998
waste,"Waste site at 13.0919, 80.1772","Park at 13.0604, 80.2014",4361.4,0.55,0.5,0.8,0.564,1.0,0.6346,80.1772300003427,13.091910000064194,80.201442,13.060418000000002
waste,"Waste site at 13.1781, 80.2532","Park at 13.1578, 80.2186",4363.3,0.55,0.5,0.8,0.564,1.0,0.6346,80.2531509995494,13.178062000166898,80.2185871,13.157830500000001
waste,"Waste site at 13.0977, 80.2422","Park at 13.0684, 80.2153",4360.7,0.55,0.5,0.8,0.564,1.0,0.6346,80.2422000000804,13.097700000272399,80.21530700000001,13.068380000000001
waste,"Waste site at 13.1264, 80.2619","Park at 13.0871, 80.2591",4359.2,0.55,0.5,0.8,0.564,1.0,0.6346,80.2619400000163,13.1264000003824,80.259083,13.087084
waste,"Waste site at 13.0842, 80.2306","Park at 13.0532, 80.2058",4360.7,0.55,0.5,0.8,0.564,1.0,0.6346,80.2306000004244,13.0842000004098,80.20576,13.05319
waste,"Waste site at 13.0839, 80.1883","Park at 13.0445, 80.1873",4360.7,0.55,0.5,0.8,0.564,1.0,0.6346,80.1883400003341,13.0838900001099,80.187299,13.044474999999998
waste,"Waste site at 13.0953, 80.2219","Park at 13.0439, 80.1789",7357.5,0.7,0.5,0.8,0.264,1.0,0.6346,80.2218999997152,13.095340000191799,80.178928,13.043853000000004
waste,"Waste site at 13.1151, 80.2233","Park at 13.0985, 80.2598",4358.9,0.55,0.5,0.8,0.564,1.0,0.6346,80.2233000001102,13.1151000003636,80.259781,13.098524000000003
waste,"Waste site at 13.1351, 80.2246","Park at 13.1116, 80.2882",7361.6,0.7,0.5,0.8,0.264,1.0,0.6346,80.2245999999299,13.1351000003527,80.28815,13.111625
waste,"Waste site at 13.1377, 80.2458","Park at 13.1962, 80.2781",7358.5,0.7,0.5,0.8,0.264,1.0,0.6346,80.2457999999777,13.1376999998867,80.278052,13.1962488
waste,"Waste site at 13.0932, 80.2626","Park at 13.1326, 80.2601",4360.2,0.55,0.5,0.8,0.564,1.0,0.6346,80.2625777996175,13.0932035403022,80.260068,13.132550999999998
waste,"Waste site at 13.0551, 80.2259","Park at 13.0195, 80.2432",4357.0,0.55,0.5,0.8,0.564,1.0,0.6346,80.2258900001684,13.0551200002338,80.243151,13.019545000000003
waste,"Waste site at 13.0209, 80.1883","Park at 13.0192, 80.1481",4361.7,0.55,0.5,0.8,0.564,1.0,0.6346,80.1883299998157,13.0208800000002,80.148144,13.019229000000001
waste,"Waste site at 13.0907, 80.2514","Park at 13.1301, 80.2514",4362.8,0.55,0.5,0.8,0.564,1.0,0.6346,80.2514000002387,13.09069999963,80.251356,13.130147999999997
waste,"Waste site at 13.0777, 80.1807","Park at 13.0192, 80.1481",7361.6,0.7,0.5,0.8,0.264,1.0,0.6346,80.1806799996929,13.077650000245496,80.148144,13.019229000000001
waste,"Waste site at 13.1809, 80.2291","Park at 13.1166, 80.2118",7360.0,0.7,0.5,0.8,0.264,1.0,0.6346,80.2291140298209,13.180941629607098,80.211833,13.116585
waste,"Waste site at 13.0743, 80.2398","Park at 13.0404, 80.2603",4358.9,0.55,0.5,0.8,0.564,1.0,0.6346,80.2398200001089,13.0742600002098,80.260341,13.040368999999998
waste,"Waste site at 13.0792, 80.1906","Park at 13.0663, 80.2572",7362.6,0.7,0.5,0.8,0.264,1.0,0.6346,80.1906200004269,13.079230000044499,80.257235,13.066297
waste,"Waste site at 13.0953, 80.2219","Park at 13.0674, 80.2503",4357.4,0.55,0.5,0.8,0.564,1.0,0.6346,80.2218999997152,13.095340000191799,80.250256,13.067418000000002
waste,"Waste site at 13.0918, 80.2592","Park at 13.1311, 80.2633",4361.8,0.55,0.5,0.8,0.564,1.0,0.6346,80.2591783604143,13.091828509668701,80.263329,13.131056999999998
waste,"Waste site at 13.1068, 80.2912","Park at 13.0425, 80.2738",7362.2,0.7,0.5,0.8,0.264,1.0,0.6346,80.2911999996185,13.106800000386398,80.273755,13.042464999999998
waste,"Waste site at 13.1345, 80.2532","Park at 13.0690, 80.2410",7358.1,0.7,0.5,0.8,0.264,1.0,0.6346,80.2532000002515,13.1345000001864,80.241035,13.069046000000002
waste,"Waste site at 13.1250, 80.1696","Park at 13.1408, 80.2387",7693.9,0.55,0.7,0.8,0.231,1.0,0.6346,80.1695700000045,13.1250499999418,80.238715,13.140772999999998
waste,"Waste site at 13.1116, 80.2155","Park at 13.1206, 80.2547",4360.6,0.55,0.5,0.8,0.564,1.0,0.6346,80.2155230002128,13.1116409998588,80.2546952,13.120609100000003
waste,"Waste site at 13.0576, 80.1744","Park at 13.0565, 80.2422",7361.0,0.7,0.5,0.8,0.264,1.0,0.6346,80.1743519998307,13.057640999820899,80.242231,13.056471
waste,"Waste site at 13.0209, 80.1883","Park at 12.9873, 80.2095",4363.0,0.55,0.5,0.8,0.564,1.0,0.6346,80.1883299998157,13.0208800000002,80.20949700000001,12.987331999999999
waste,"Waste site at 13.1044, 80.2754","Park at 13.0725, 80.2518",4357.7,0.55,0.5,0.8,0.564,1.0,0.6346,80.2754100004185,13.104400000158902,80.251798,13.072513
waste,"Waste site at 13.1008, 80.2019","Park at 13.0835, 80.1658",4358.6,0.55,0.5,0.8,0.564,1.0,0.6346,80.2019000002265,13.1007999996044,80.165783,13.083486999999998
waste,"Waste site at 13.0877, 80.2343","Park at 13.1270, 80.2302",4367.8,0.55,0.5,0.8,0.563,1.0,0.6345,80.2343010003149,13.087721000177197,80.230244,13.127012999999996
waste,"Waste site at 13.0904, 80.1942","Park at 13.1206, 80.2547",7363.9,0.7,0.5,0.8,0.264,1.0,0.6345,80.1941799995546,13.090359999828898,80.2546952,13.120609100000003
waste,"Waste site at 13.1028, 80.2740","Park at 13.1155, 80.2073",7369.0,0.7,0.5,0.8,0.263,1.0,0.6345,80.2740000001832,13.1028000002163,80.207263,13.115471999999997
waste,"Waste site at 13.1245, 80.2483","Park at 13.1362, 80.2098",4366.3,0.55,0.5,0.8,0.563,1.0,0.6345,80.248300000262,13.124500000147899,80.209833,13.136218
waste,"Waste site at 13.0919, 80.1772","Park at 13.0690, 80.2410",7365.2,0.7,0.5,0.8,0.263,1.0,0.6345,80.1772300003427,13.091910000064194,80.241035,13.069046000000002
waste,"Waste site at 13.0953, 80.2219","Park at 13.0740, 80.2863",7370.0,0.7,0.5,0.8,0.263,1.0,0.6345,80.2218999997152,13.095340000191799,80.286305,13.074013
waste,"Waste site at 13.1276, 80.2959","Park at 13.1099, 80.2599",4363.9,0.55,0.5,0.8,0.564,1.0,0.6345,80.2959300001597,13.127600000056702,80.259928,13.109942
waste,"Waste site at 13.0907, 80.2514","Park at 13.0241, 80.2541",7368.2,0.7,0.5,0.8,0.263,1.0,0.6345,80.2514000002387,13.09069999963,80.254132,13.024130999999999
waste,"Waste site at 13.0209, 80.1883","Park at 13.0898, 80.1784",7697.9,0.55,0.7,0.8,0.23,1.0,0.6345,80.1883299998157,13.0208800000002,80.178357,13.089792999999998
waste,"Waste site at 13.0759, 80.2147","Park at 13.0819, 80.2545",4367.9,0.55,0.5,0.8,0.563,1.0,0.6345,80.214699999626,13.075900000069003,80.254526,13.081864
waste,"Waste site at 13.0688, 80.2170","Park at 13.0405, 80.1890",4368.1,0.55,0.5,0.8,0.563,1.0,0.6345,80.2169799998424,13.0688299998089,80.188954,13.040458000000001
waste,"Waste site at 13.1113, 80.1872","Park at 13.1271, 80.2532",7369.9,0.7,0.5,0.8,0.263,1.0,0.6345,80.1871599999231,13.1113399998117,80.253222,13.127093
waste,"Waste site at 13.0777, 80.1807","Park at 13.0409, 80.1660",4367.5,0.55,0.5,0.8,0.563,1.0,0.6345,80.1806799996929,13.077650000245496,80.166005,13.040874000000002
waste,"Waste site at 13.1119, 80.2321","Park at 13.0939, 80.1962",4368.0,0.55,0.5,0.8,0.563,1.0,0.6345,80.2320500004026,13.111861890089,80.196169,13.093892
waste,"Waste site at 13.1774, 80.2512","Park at 13.1108, 80.2485",7369.5,0.7,0.5,0.8,0.263,1.0,0.6345,80.2511999999368,13.177399999824999,80.248545,13.110816999999999
waste,"Waste site at 13.1774, 80.2512","Park at 13.1110, 80.2564",7366.4,0.7,0.5,0.8,0.263,1.0,0.6345,80.2511999999368,13.177399999824999,80.256436,13.110991999999998
waste,"Waste site at 12.9913, 80.1869","Park at 13.0308, 80.1847",4369.5,0.55,0.5,0.8,0.563,1.0,0.6345,80.1869000004173,12.9913299996975,80.184695,13.030778999999999
waste,"Waste site at 13.1068, 80.2912","Park at 13.0703, 80.2761",4363.8,0.55,0.5,0.8,0.564,1.0,0.6345,80.29120299960252,13.106818999584897,80.27607,13.070256
waste,"Waste site at 13.0867, 80.2352","Park at 13.1284, 80.2921",7702.0,0.55,0.7,0.8,0.23,1.0,0.6345,80.2351999996846,13.086699999951197,80.292082,13.128428999999995
waste,"Waste site at 13.1202, 80.2724","Park at 13.1008, 80.2042",7697.7,0.55,0.7,0.8,0.23,1.0,0.6345,80.2723999995782,13.1201999996143,80.204197,13.100822999999998
waste,"Waste site at 13.1249, 80.1695","Park at 13.1209, 80.2373",7367.2,0.7,0.5,0.8,0.263,1.0,0.6345,80.169459999717,13.124929999819097,80.2373,13.1209
waste,"Waste site at 13.1073, 80.2670","Park at 13.0782, 80.2397",4367.6,0.55,0.5,0.8,0.563,1.0,0.6345,80.2669500002492,13.107259999550198,80.23971,13.078163999999997
waste,"Waste site at 13.1479, 80.2246","Park at 13.0813, 80.2225",7365.7,0.7,0.5,0.8,0.263,1.0,0.6345,80.22459999977,13.147899999598302,80.222487,13.081333
waste,"Waste site at 13.1151, 80.2233","Park at 13.0789, 80.2071",4368.6,0.55,0.5,0.8,0.563,1.0,0.6345,80.2233000001102,13.1151000003636,80.207134,13.078917999999998
waste,"Waste site at 13.0665, 80.2070","Park at 13.0602, 80.1672",4363.5,0.55,0.5,0.8,0.564,1.0,0.6345,80.2069549998569,13.066450000218,80.167226,13.060156999999998
waste,"Waste site at 13.0877, 80.2323","Park at 13.1271, 80.2303",4363.8,0.55,0.5,0.8,0.564,1.0,0.6345,80.2323000002851,13.087699999662401,80.2303287,13.1271097
waste,"Waste site at 13.0997, 80.2395","Park at 13.0938, 80.1997",4368.2,0.55,0.5,0.8,0.563,1.0,0.6345,80.2395000003082,13.099699999848497,80.199656,13.093815999999999
waste,"Waste site at 13.0721, 80.2709","Park at 13.0532, 80.2058",7365.8,0.7,0.5,0.8,0.263,1.0,0.6345,80.270900000058,13.0721000002722,80.20576,13.05319
waste,"Waste site at 12.9801, 80.1643","Park at 13.0180, 80.1531",4365.0,0.55,0.5,0.8,0.564,1.0,0.6345,80.1643009995814,12.980089999898798,80.153082,13.017993000000002
waste,"Waste site at 13.1577, 80.2877","Park at 13.1125, 80.2379",7367.0,0.7,0.5,0.8,0.263,1.0,0.6345,80.2877400001921,13.1577400002982,80.237888,13.112463000000004
waste,"Waste site at 13.0743, 80.2398","Park at 13.0532, 80.2058",4366.6,0.55,0.5,0.8,0.563,1.0,0.6345,80.2398200001089,13.0742600002098,80.20576,13.05319
waste,"Waste site at 13.1705, 80.2551","Park at 13.1221, 80.2084",7365.7,0.7,0.5,0.8,0.263,1.0,0.6345,80.2551000004509,13.170500000377698,80.20843,13.122088999999999
waste,"Waste site at 13.0241, 80.2244","Park at 13.0308, 80.1847",4365.5,0.55,0.5,0.8,0.563,1.0,0.6345,80.2243760003494,13.0241219998463,80.184695,13.030778999999999
waste,"Waste site at 13.0759, 80.2147","Park at 13.0773, 80.1744",4369.2,0.55,0.5,0.8,0.563,1.0,0.6345,80.214699999626,13.075900000069003,80.174426,13.077297999999999
